listing_id,total_reviews,avg_rating
1381,15,4.93
1382,4,5
1383,32,4.94
1384,24,4.92
1385,3,5
1386,1,5
1387,4,4.75
1388,1,5
1389,97,4.9
1390,1,5
1391,29,4.52
1392,165,4.96
1393,116,4.89
1394,30,4.93
1395,72,4.78
1396,52,4.52
1397,81,4.84
1398,6,5
1399,7,4.86
1400,1,3
1401,165,4.7
1402,171,4.63
1403,153,4.7
1404,206,4.8
1405,1,5
1406,130,4.68
1407,130,4.98
1408,113,4.96
1409,13,4.62
1410,170,4.68
1411,35,4.74
1412,363,4.99
1413,1,5
1414,52,4.69
1415,457,4.86
1416,25,4.72
1417,197,4.92
1418,205,4.88
1419,26,4.96
1420,55,4.8
1421,67,4.96
1422,94,4.97
1423,13,4.54
1424,50,4.92
1425,29,4.59
1426,7,5
1427,23,4.91
1428,57,4.86
1429,2,5
1430,1,4
1431,25,4.56
1432,14,4.64
1433,159,4.91
1434,9,4.67
1435,292,4.92
1436,224,4.95
1437,159,4.81
1438,1,
1439,33,4.45
1440,1,2
1441,3,5
1442,127,4.33
1443,3,4
1444,92,4.67
1445,87,4.75
1446,381,4.94
1447,78,4.68
1448,1,4
1449,59,4.92
1450,220,4.87
1451,24,
1452,90,4.49
1453,84,4.95
1454,129,4.98
1455,1,4
1456,29,4.93
1457,30,4.3
1458,29,5
1459,1,5
1460,50,4.68
1461,1,5
1462,166,4.9
1463,79,4.84
1464,7,4.71
1465,1,5
1466,121,4.8
1467,1,1
1468,37,4.97
1469,7,4.86
1470,320,4.93
1471,130,4.98
1472,25,4.88
1473,113,4.82
1474,1,5
1475,105,4.76
1476,2,5
1477,5,4.6
1478,191,4.9
1479,16,
1480,8,5
1481,49,4.55
1482,5,3.8
1483,184,4.41
1484,16,4.63
1485,11,4.64
1486,1,5
1487,12,4.08
1488,5,4.8
1489,16,4.38
1490,205,4.86
1491,9,4.89
1492,15,4.93
1493,17,4.94
1494,99,4.38
1495,31,4.77
1496,38,4
1497,119,4.95
1498,235,4.96
1499,4,5
1500,78,4.86
1501,228,4.95
1502,60,4.75
1503,238,4.81
1504,99,4.97
1505,58,4.69
1506,6,4.83
1507,1,5
1508,4,4
1509,25,4.25
1510,45,4.91
1511,40,4.13
1512,48,4.65
1513,17,4.65
1514,7,4.57
1515,10,5
1516,1,5
1517,2,5
1518,3,4.33
1519,38,4.92
1520,1,5
1521,2,5
1522,1,
1523,74,
1524,2,
1525,107,4.93
1526,40,4.83
1527,117,4.97
1528,122,4.95
1529,92,4.95
1530,1,4
1531,1,5
1532,1,2
1533,72,4.82
1534,9,4.22
1535,168,4.92
1536,14,3.71
1537,23,4.59
1538,17,4.53
1539,10,4.2
1540,26,4.69
1541,5,4.8
1542,1,5
1543,1,4
1544,9,4.89
1545,43,5
1546,64,4.92
1547,46,4.87
1548,2,5
1549,111,4.87
1550,3,5
1551,169,4.88
1552,99,4.55
1553,1,1
1554,6,4.17
1555,189,4.74
1556,1,4
1557,5,4.2
1558,1,5
1559,147,4.81
1560,47,4.83
1561,1,5
1562,1,5
1563,56,5
1564,1,5
1565,104,4.9
1566,1,4
1567,31,5
1568,1,4
1569,1,5
1570,54,4.76
1571,79,4.59
1572,27,4.81
1573,80,4.75
1574,113,4.68
1575,123,4.72
1576,26,5
1577,199,4.94
1578,186,4.73
1579,11,4.82
1580,2,5
1581,7,4.86
1582,34,4.91
1583,81,4.72
1584,119,4.76
1585,14,5
1586,1,5
1587,152,4.71
1588,178,4.65
1589,64,4.58
1590,10,4.9
1591,102,4.98
1592,116,4.94
1593,1,4
1594,20,4.25
1595,6,4.17
1596,80,4.95
1597,4,5
1598,21,4.57
1599,2,3.5
1600,205,4.9
1601,188,4.9
1602,124,4.87
1603,6,5
1604,1,3
1605,169,4.96
1606,9,4.67
1607,12,5
1608,3,5
1609,2,5
1610,16,4.88
1611,63,4.7
1612,46,4.7
1613,11,4.82
1614,70,4.69
1615,2,4
1616,34,4.91
1617,40,4.55
1618,68,4.66
1619,42,4.86
1620,14,5
1621,20,4.95
1622,111,4.9
1623,9,5
1624,57,4.91
1625,34,4.85
1626,74,4.85
1627,148,4.8
1628,16,5
1629,16,4.94
1630,71,4.68
1631,115,4.75
1632,83,4.84
1633,65,4.83
1634,9,5
1635,86,4.94
1636,82,4.88
1637,46,4.98
1638,192,5
1639,2,5
1640,1,5
1641,94,4.95
1642,17,4.94
1643,2,4.5
1644,17,4.94
1645,87,4.85
1646,9,4.78
1647,45,4.78
1648,68,4.87
1649,31,4.58
1650,42,4.86
1651,25,4.84
1652,181,4.82
1653,180,4.95
1654,1,5
1655,1,5
1656,19,4.79
1657,1,5
1658,1,5
1659,15,4.8
1660,4,5
1661,3,5
1662,11,4.55
1663,10,4.8
1664,184,4.99
1665,228,4.96
1666,143,4.9
1667,124,4.75
1668,129,4.85
1669,147,4.93
1670,111,4.75
1671,61,4.44
1672,96,4.83
1673,8,4.75
1674,121,4.96
1675,53,4.98
1676,134,4.93
1677,97,4.95
1678,107,4.92
1679,9,4.78
1680,6,4.83
1681,5,4.6
1682,2,4
1683,2,5
1684,50,4.12
1685,84,4.95
1686,5,5
1687,2,4
1688,36,4.64
1689,41,4.76
1690,1,5
1691,31,4.84
1692,1,5
1693,31,4.84
1694,30,4.73
1695,5,4.8
1696,1,3
1697,2,5
1698,2,5
1699,29,4.72
1700,39,4.82
1701,219,4.99
1702,99,4.94
1703,12,4.83
1704,5,5
1705,8,5
1706,68,4.88
1707,237,4.95
1708,1,5
1709,1,3
1710,9,4.33
1711,1,4
1712,2,4
1713,5,4.2
1714,4,4.75
1715,1,4
1716,10,4.9
1717,2,4.5
1718,2,3.5
1719,100,4.97
1720,25,5
1721,66,4.62
1722,5,5
1723,45,4.91
1724,13,4.77
1725,76,4.95
1726,1,5
1727,26,4.96
1728,81,4.93
1729,9,4.89
1730,5,5
1731,2,5
1732,22,5
1733,15,4.6
1734,25,4.68
1735,35,4.8
1736,122,4.7
1737,61,4.39
1738,55,5
1739,118,4.75
1740,9,5
1741,10,5
1742,1,1
1743,66,4.85
1744,48,4.88
1745,5,5
1746,5,4.8
1747,103,4.82
1748,37,4.73
1749,151,4.74
1750,175,4.82
1751,3,5
1752,1,5
1753,90,4.92
1754,125,4.72
1755,12,4.75
1756,53,4.62
1757,4,4.75
1758,2,5
1759,20,4.7
1760,4,5
1761,48,4.71
1762,2,4.5
1763,42,4.74
1764,3,4.67
1765,13,4.54
1766,68,4.81
1767,3,4.67
1768,3,5
1769,65,4.98
1770,2,5
1771,205,4.86
1772,129,4.68
1773,172,4.91
1774,73,4.93
1775,49,4.73
1776,4,5
1777,1,5
1778,1,5
1779,130,4.89
1780,104,4.85
1781,15,4.87
1782,32,4.63
1783,42,4.6
1784,120,4.71
1785,3,5
1786,19,4.74
1787,24,4.63
1788,6,4
1789,106,4.93
1790,114,4.87
1791,23,4.26
1792,232,4.74
1793,2,5
1794,29,4.72
1795,273,4.31
1796,29,4.69
1797,118,4.61
1798,133,4.92
1799,10,4.9
1800,24,4.75
1801,97,4.54
1802,144,4.9
1803,1,5
1804,61,4.51
1805,8,4.63
1806,87,4.92
1807,20,4.3
1808,44,5
1809,17,4.29
1810,16,4.63
1811,13,4.31
1812,8,4.75
1813,109,4.64
1814,4,4.5
1815,7,3.86
1816,43,4.35
1817,57,4.95
1818,54,4.74
1819,37,4.54
1820,62,4.95
1821,86,4.65
1822,86,4.66
1823,66,4.65
1824,13,4.15
1825,21,4.29
1826,1,5
1827,68,4.82
1828,79,4.92
1829,2,3
1830,45,4.76
1831,33,4.39
1832,12,4.5
1833,42,4.64
1834,5,4.4
1835,10,4.7
1836,127,4.99
1837,2,5
1838,18,4.67
1839,39,4.59
1840,60,4.42
1841,17,4.82
1842,3,5
1843,24,4.63
1844,85,4.51
1845,77,4.53
1846,48,4.58
1847,77,4.74
1848,102,4.46
1849,87,4.47
1850,7,4.57
1851,126,4.67
1852,134,4.89
1853,6,4.67
1854,4,5
1855,3,5
1856,6,5
1857,12,4.83
1858,14,4.86
1859,75,4.79
1860,28,4.86
1861,5,3.2
1862,36,4.39
1863,58,4.6
1864,58,4.66
1865,19,4.32
1866,8,3.88
1867,104,4.82
1868,36,4.83
1869,202,4.9
1870,1,5
1871,14,4.07
1872,79,4.54
1873,94,4.96
1874,2,5
1875,80,4.93
1876,1,5
1877,6,4
1878,102,4.65
1879,104,4.67
1880,73,4.78
1881,42,4.31
1882,14,4.86
1883,6,4.5
1884,106,4.96
1885,49,4.96
1886,21,4.62
1887,34,4.38
1888,62,4.97
1889,188,4.89
1890,152,4.99
1891,130,4.95
1892,354,4.76
1893,4,4.5
1894,5,5
1895,22,4.64
1896,18,4.72
1897,88,4.99
1898,55,4.67
1899,71,4.76
1900,56,4.93
1901,32,4.94
1902,1,5
1903,3,4.33
1904,48,4.75
1905,44,4.77
1906,92,4.71
1907,112,4.58
1908,63,4.79
1909,4,4.5
1910,1,4
1911,47,5
1912,1,5
1913,1,4
1914,1,5
1915,1,5
1916,120,4.83
1917,236,4.86
1918,249,4.78
1919,139,4.94
1920,4,5
1921,56,4.91
1922,7,4.86
1923,1,3
1924,118,4.97
1925,159,4.91
1926,12,4.42
1927,1,5
1928,161,4.87
1929,162,4.86
1930,1,5
1931,1,5
1932,110,4.8
1933,9,4
1934,18,4.56
1935,5,3.8
1936,78,4.58
1937,150,4.97
1938,108,4.96
1939,13,5
1940,71,4.82
1941,91,4.84
1942,1,4
1943,1,5
1944,1,5
1945,1,4
1946,1,4
1947,200,4.73
1948,160,4.91
1949,100,4.46
1950,25,4.44
1951,40,4.6
1952,59,4.15
1953,50,4.72
1954,85,4.74
1955,49,4.78
1956,101,5
1957,1,1
1958,75,4.95
1959,83,4.88
1960,26,4.38
1961,34,4.35
1962,44,4.57
1963,43,4.6
1964,182,4.71
1965,11,4.82
1966,18,4.89
1967,37,5
1968,121,4.88
1969,93,4.86
1970,173,4.91
1971,79,4.8
1972,8,5
1973,44,4.93
1974,48,4.94
1975,38,4.84
1976,2,5
1977,182,4.99
1978,77,4.95
1979,25,4.6
1980,107,4.91
1981,96,4.94
1982,22,4.95
1983,101,4.92
1984,37,4.65
1985,21,4.95
1986,72,4.5
1987,26,4.96
1988,2,5
1989,87,4.86
1990,6,4.67
1991,40,4.98
1992,112,4.76
1993,2,5
1994,49,4.9
1995,10,4.8
1996,4,5
1997,4,4.75
1998,3,4.33
1999,30,4.93
2000,3,4.67
2001,38,4.97
2002,45,4.98
2003,7,4.86
2004,10,4.9
2005,99,4.78
2006,32,4.97
2007,11,4.91
2008,10,4.7
2009,121,4.89
2010,122,5
2011,5,4.8
2012,63,4.63
2013,8,5
2014,1,4
2015,7,5
2016,98,4.83
2017,4,5
2018,5,5
2019,2,5
2020,91,4.8
2021,4,4.5
2022,50,4.6
2023,125,4.91
2024,7,4.57
2025,108,4.86
2026,58,4.88
2027,56,4.88
2028,24,4.58
2029,112,4.79
2030,13,4.77
2031,28,4.96
2032,31,4.65
2033,15,5
2034,113,4.85
2035,1,1
2036,10,5
2037,186,4.9
2038,45,4.98
2039,21,5
2040,39,4.79
2041,90,4.51
2042,59,4.71
2043,61,4.74
2044,154,4.92
2045,15,4.67
2046,71,5
2047,33,4.64
2048,39,4.44
2049,24,4.96
2050,71,5
2051,33,4.79
2052,4,5
2053,2,4.5
2054,89,4.89
2055,23,4.87
2056,12,4.58
2057,20,3.9
2058,2,5
2059,28,4.79
2060,51,4.16
2061,55,4.49
2062,2,4.5
2063,421,4.44
2064,120,4.48
2065,103,4.83
2066,2,5
2067,26,4.65
2068,48,4.94
2069,114,4.98
2070,54,4.87
2071,49,4.76
2072,27,4.81
2073,54,4.96
2074,38,4.74
2075,20,4.7
2076,52,4.58
2077,8,5
2078,17,4.59
2079,23,4.57
2080,47,4.87
2081,23,4.65
2082,60,4.93
2083,10,5
2084,36,4.81
2085,15,4.2
2086,40,4.9
2087,19,4.89
2088,45,4.98
2089,140,4.91
2090,5,5
2091,13,4.92
2092,138,4.93
2093,72,4.74
2094,11,4.91
2095,4,5
2096,89,4.7
2097,26,5
2098,33,4.97
2099,85,4.89
2100,19,5
2101,52,4.85
2102,38,4.97
2103,6,4.33
2104,36,4.86
2105,1,5
2106,20,4.6
2107,2,5
2108,27,4.85
2109,50,4.82
2110,4,5
2111,115,4.83
2112,43,4.93
2113,104,4.89
2114,84,4.81
2115,117,4.97
2116,27,4.78
2117,1,4
2118,14,5
2119,102,4.9
2120,1,5
2121,7,4.71
2122,64,4.84
2123,21,4.62
2124,35,5
2125,17,4.94
2126,98,4.91
2127,2,1.5
2128,4,5
2129,66,4.91
2130,18,4.72
2131,8,4.88
2132,21,4.81
2133,2,4.5
2134,15,4.8
2135,5,4.6
2136,1,2
2137,97,4.94
2138,140,4.96
2139,53,4.74
2140,13,4.54
2141,51,4.8
2142,8,5
2143,20,4.7
2144,18,4.67
2145,68,4.9
2146,27,4.93
2147,30,5
2148,29,4.59
2149,1,5
2150,2,3
2151,1,
2152,1,
2153,44,5
2154,100,4.88
2155,11,4.82
2156,4,4.5
2157,7,5
2158,46,4.8
2159,107,5
2160,7,4.86
2161,20,4.55
2162,84,4.86
2163,1,5
2164,63,4.97
2165,4,4.5
2166,62,4.9
2167,10,4.7
2168,23,4.04
2169,132,4.55
2170,108,4.52
2171,192,4.56
2172,28,4.68
2173,35,4.43
2174,160,4.41
2175,94,4.82
2176,2,5
2177,115,4.95
2178,115,4.96
2179,119,4.92
2180,30,4.97
2181,47,4.94
2182,56,4.93
2183,10,4.2
2184,50,4.96
2185,17,4.94
2186,86,4.99
2187,29,4.93
2188,72,4.83
2189,22,4.95
2190,93,4.98
2191,75,4.96
2192,38,4.82
2193,91,4.8
2194,110,4.96
2195,1,4
2196,2,5
2197,2,5
2198,39,4.54
2199,23,4.91
2200,1,5
2201,79,4.85
2202,102,4.9
2203,11,4.91
2204,38,5
2205,65,4.92
2206,25,4.32
2207,15,5
2208,22,4.59
2209,13,4.77
2210,2,3
2211,86,4.94
2212,85,4.74
2213,71,4.73
2214,41,4.71
2215,82,4.93
2216,45,4.87
2217,6,4.17
2218,11,4.64
2219,39,4.95
2220,41,4.85
2221,34,4.97
2222,39,5
2223,60,4.73
2224,24,4.63
2225,91,4.91
2226,51,4.63
2227,22,4.64
2228,58,4.93
2229,35,5
2230,32,5
2231,9,4.33
2232,2,4.5
2233,55,4.91
2234,1,5
2235,8,5
2236,61,4.87
2237,18,4.61
2238,63,4.6
2239,42,4.69
2240,16,4.63
2241,31,4.68
2242,31,4.48
2243,1,2
2244,40,4.9
2245,22,4.95
2246,54,4.89
2247,140,4.98
2248,76,4.97
2249,3,5
2250,5,5
2251,2,5
2252,18,4.94
2253,1,5
2254,17,5
2255,19,4.95
2256,41,4.59
2257,24,4.08
2258,25,4.88
2259,18,5
2260,4,4.75
2261,185,4.36
2262,99,4.19
2263,43,4.86
2264,2,5
2265,113,4.92
2266,32,4.72
2267,27,4.96
2268,32,4.84
2269,64,4.95
2270,51,4.92
2271,5,4.8
2272,2,5
2273,66,4.71
2274,14,5
2275,50,4.88
2276,19,4.95
2277,2,5
2278,86,4.81
2279,44,4.59
2280,67,4.9
2281,63,4.98
2282,38,4.87
2283,86,4.93
2284,52,4.83
2285,2,5
2286,46,4.87
2287,1,5
2288,46,4.93
2289,66,5
2290,75,4.96
2291,14,4.5
2292,68,5
2293,53,4.89
2294,1,5
2295,88,4.8
2296,17,3.24
2297,33,3.64
2298,1,5
2299,56,4.79
2300,24,4.83
2301,33,4.27
2302,35,4.89
2303,1,5
2304,1,5
2305,97,4.95
2306,7,5
2307,37,4.92
2308,22,5
2309,2,4.5
2310,16,4.69
2311,33,4.88
2312,57,4.86
2313,71,4.82
2314,5,4.4
2315,13,4.85
2316,15,4.93
2317,6,4.83
2318,92,4.82
2319,1,5
2320,15,4.87
2321,1,5
2322,16,4.88
2323,25,4.88
2324,58,4.72
2325,39,4.92
2326,39,4.97
2327,29,4.86
2328,17,4.82
2329,67,4.94
2330,28,4.96
2331,48,4.96
2332,34,4.91
2333,45,4.71
2334,59,4.95
2335,31,5
2336,31,4.87
2337,54,4.85
2338,33,4.06
2339,1,5
2340,33,5
2341,49,3.94
2342,1,5
2343,21,4.29
2344,62,4.98
2345,22,5
2346,44,4.91
2347,26,4.88
2348,1,5
2349,8,5
2350,1,5
2351,1,5
2352,6,4.83
2353,1,5
2354,49,4.96
2355,68,4.74
2356,21,5
2357,52,4.87
2358,22,4.95
2359,68,4.94
2360,4,5
2361,1,5
2362,4,5
2363,1,5
2364,26,4.96
2365,42,4.88
2366,28,4.79
2367,44,4.82
2368,58,4.93
2369,80,4.93
2370,68,5
2371,11,4.45
2372,46,4.57
2373,49,4.94
2374,1,5
2375,21,4.86
2376,52,4.88
2377,2,4
2378,20,5
2379,34,4.91
2380,58,4.91
2381,36,4.92
2382,78,4.85
2383,91,4.89
2384,102,4.85
2385,2,5
2386,41,4.76
2387,50,4.88
2388,26,4.42
2389,6,5
2390,7,4.86
2391,80,4.96
2392,2,4.5
2393,1,5
2394,5,4.6
2395,3,5
2396,2,4.5
2397,68,4.91
2398,47,4.94
2399,4,2.25
2400,2,4.5
2401,2,5
2402,24,5
2403,20,4.8
2404,62,5
2405,74,4.96
2406,26,4.65
2407,17,4.65
2408,21,5
2409,2,4.5
2410,86,4.9
2411,40,4.43
2412,18,4.94
2413,31,4.84
2414,33,4.88
2415,30,4.67
2416,41,4.9
2417,17,4.76
2418,62,4.74
2419,41,4.66
2420,1,5
2421,1,4
2422,25,4.84
2423,1,5
2424,9,4
2425,1,5
2426,1,1
2427,3,4.67
2428,19,4.58
2429,4,5
2430,20,4.8
2431,52,5
2432,28,4.71
2433,4,2
2434,1,5
2435,2,3
2436,7,4.86
2437,18,5
2438,41,4.63
2439,61,4.95
2440,39,4.72
2441,31,4.87
2442,22,4.91
2443,8,4.75
2444,2,5
2445,7,5
2446,52,4.15
2447,1,5
2448,1,5
2449,34,
2450,4,5
2451,36,4.97
2452,18,4.72
2453,1,5
2454,26,4.81
2455,8,4.25
2456,1,4
2457,2,4.5
2458,1,4
2459,17,4.82
2460,2,5
2461,38,4.92
2462,2,4.5
2463,1,5
2464,90,4.4
2465,35,4.94
2466,11,5
2467,10,4.7
2468,21,4.95
2469,35,4.97
2470,50,5
2471,2,5
2472,14,4.71
2473,13,4.77
2474,29,4.93
2475,27,5
2476,36,4.89
2477,19,5
2478,6,4.83
2479,1,4
2480,10,4.3
2481,1,5
2482,24,4.71
2483,20,4.65
2484,13,4.85
2485,32,4.94
2486,11,4.18
2487,36,5
2488,7,5
2489,1,5
2490,34,4.94
2491,21,4.95
2492,26,5
2493,11,4.82
2494,1,5
2495,7,4.14
2496,21,4.71
2497,38,4.89
2498,22,4.59
2499,16,4.88
2500,26,4.77
2501,24,4.88
2502,8,4.5
2503,10,4.8
2504,9,3.89
2505,19,5
2506,22,4.77
2507,29,4.34
2508,11,4.91
2509,2,4.5
2510,11,4.55
2511,7,5
2512,13,4.54
2513,34,4.94
2514,30,4.83
2515,14,4.79
2516,14,5
2517,1,4
2518,28,4.75
2519,2,3.5
2520,1,5
2521,21,4.95
2522,3,4
2523,13,4.77
2524,41,4.71
2525,28,5
2526,1,5
2527,12,4.08
2528,1,5
2529,1,5
2530,15,4.53
2531,15,5
2532,1,2
2533,13,5
2534,11,4.91
2535,13,5
2536,47,4.43
2537,1,4
2538,1,1
2539,15,4.53
2540,6,4.33
2541,22,5
2542,1,5
2543,3,5
2544,8,4.38
2545,7,4.71
2546,20,4.65
2547,22,4.27
2548,25,4.88
2549,1,5
2550,1,5
2551,22,5
2552,1,5
2553,1,4
2554,22,4.41
2555,23,4.17
2556,18,4.89
2557,20,4.8
2558,20,4.95
2559,18,4.72
2560,5,4.4
2561,4,5
2562,17,4.29
2563,20,4.8
2564,6,4.83
2565,19,5
2566,8,4.25
2567,1,5
2568,1,5
2569,2,4
2570,1,5
2571,1,4
2572,2,2
2573,1,3
2574,1,5
2575,21,4.95
2576,10,4.5
2577,12,4.25
2578,24,5
2579,18,4.72
2580,13,4.62
2581,20,4.8
2582,15,4.93
2583,7,4.57
2584,5,4.8
2585,2,5
2586,11,4.91
2587,10,5
2588,18,5
2589,2,5
2590,1,5
2591,17,4.41
2592,8,4.5
2593,3,4.33
2594,2,4.5
2595,1,5
2596,2,3
2597,10,4.6
2598,7,4
2599,13,4.77
2600,4,4.5
2601,1,5
2602,16,4.94
2603,8,4.75
2604,19,4.95
2605,6,4.83
2606,2,5
2607,5,4.2
2608,2,5
2609,3,4.33
2610,8,4.5
2611,18,4.78
2612,21,5
2613,5,4.6
2614,5,
2615,12,4.75
2616,22,4.91
2617,1,1
2618,11,4.91
2619,12,4.83
2620,16,4.56
2621,9,4.89
2622,1,5
2623,4,5
2624,2,4.5
2625,2,5
2626,16,5
2627,8,4.75
2628,6,4.67
2629,12,4.67
2630,3,5
2631,19,4.95
2632,5,4.4
2633,1,5
2634,3,3.33
2635,14,5
2636,1,4
2637,2,3
2638,1,2
2639,4,4.25
2640,16,4.31
2641,1,4
2642,3,5
2643,2,5
2644,1,5
2645,4,4.5
2646,1,5
2647,8,4.75
2648,5,4.6
2649,12,4.75
2650,6,5
2651,5,4.8
2652,10,4.9
2653,5,4.6
2654,3,5
2655,8,4.75
2656,13,4.62
2657,10,5
2658,10,4.9
2659,1,5
2660,5,4.8
2661,9,4.33
2662,4,5
2663,14,4.93
2664,2,5
2665,1,5
2666,1,5
2667,2,4
2668,2,4.5
2669,3,5
2670,1,2
2671,2,5
2672,1,3
2673,1,4
2674,1,4
2675,2,3.5
2676,12,4.67
2677,13,4.85
2678,2,5
2679,5,5
2680,8,4.75
2681,3,4.33
2682,3,5
2683,2,5
2684,5,4.8
2685,1,5
2686,5,4.6
2687,1,5
2688,1,5
2689,1,5
2690,3,4.67
2691,4,5
2692,4,5
2693,6,5
2694,6,4.5
2695,13,4.46
2696,4,4
2697,9,4.89
2698,9,4.33
2699,16,4
2700,1,5
2701,2,3.5
2702,1,5
2703,9,4.56
2704,1,5
2705,1,2
2706,3,5
2707,5,5
2708,1,5
2709,4,3
2710,2,5
2711,5,5
2712,1,5
2713,3,5
2714,1,5
2715,2,5
2716,4,5
2717,4,4.75
2718,2,5
2719,1,5
2720,1,5
2721,1,5
2722,2,5
2723,6,4.83
2724,6,4.67
2725,1,5
2726,2,5
2727,4,5
2728,5,5
2729,1,5
2730,1,5
2731,10,5
2732,2,5
2733,3,4.33
2734,1,5
2735,4,5
2736,1,5
2737,2,5
2738,1,5
2739,2,5
2740,2,5
2741,1,5
2742,3,5
2743,3,5
2744,4,5
2745,4,4.75
2746,1,5
2747,3,5
2748,1,5
2749,8,4.88
2750,7,4.86
2751,7,4.86
2752,6,4.83
2753,5,5
2754,5,4.8
2755,4,4.75
2756,4,4.75
2757,7,4.71
2758,3,4.67
2759,3,4.67
2760,7,4.71
2761,2,4.5
2762,2,4.5
2763,2,4.5
2764,4,4.5
2765,4,4.5
2766,3,4.33
2767,4,4
2768,2,5
2769,1,5
2770,1,4
2771,2,5
2772,2,5
2773,3,4.67
2774,5,4.8
2775,2,5
2776,1,3
2777,2,5
2778,1,5
2779,1,5
2780,4,5
2781,2,4
2782,1,5
2783,2,5
2784,1,5
2785,1,5
2786,1,5
2787,1,4
2788,3,5
2789,1,1
2790,2,5
